,presapp_foreignstr,guarpr_dpc,guarpr_rpc,envir_gwarm,envir_nuke,envir_drill,envjob_rpc,envjob_dpc,inspre_dpc,inspre_rpc,ineq_incgap_x,ineqinc_ineqreduc,econcand_rwin,econcand_dwin,immigpo_level,immigpo_jobs,immig_policy,milln_milltax_x,iran_nukeinvd,iran_nuksanct,china_econ,war_worthit,war_terror,israel_support,defsppr_dpc,defsppr_rpc,prevote_intpreswho,postvote_presvtwho,prevote_intpresst
1320,2,2.0,6.0,2,1,2,4.0,1.0,2.0,6.0,4.0,2,3.0,1.0,4.0,4.0,3.0,7.0,3,3,1,2,1,2,5.0,2.0,1.0,1.0,1.0
1321,1,5.0,7.0,2,1,3,6.0,4.0,4.0,7.0,5.0,1,3.0,1.0,1.0,2.0,3.0,6.0,1,2,-1,2,3,2,4.0,1.0,1.0,1.0,1.0
1322,2,2.0,6.0,2,2,3,6.0,2.0,2.0,6.0,3.0,2,3.0,1.0,4.0,2.0,3.0,7.0,1,2,1,1,2,3,6.0,2.0,1.0,1.0,1.0
1323,2,2.0,7.0,2,3,3,7.0,2.0,3.0,7.0,5.0,3,3.0,1.0,3.0,1.0,3.0,7.0,1,3,1,2,1,3,6.0,2.0,1.0,1.0,1.0
1324,2,5.0,7.0,2,1,2,7.0,2.0,5.0,7.0,5.0,3,3.0,1.0,3.0,2.0,3.0,7.0,1,2,1,1,3,3,5.0,7.0,1.0,1.0,1.0
1325,2,1.0,7.0,2,1,1,7.0,1.0,1.0,7.0,5.0,1,3.0,1.0,-1.0,-1.0,1.0,7.0,1,-1,-1,1,3,-1,7.0,1.0,1.0,1.0,1.0
1326,1,4.0,6.0,2,2,1,-1.0,-1.0,2.0,5.0,3.0,3,1.0,1.0,2.0,1.0,3.0,6.0,1,2,3,1,2,2,5.0,5.0,1.0,1.0,1.0
1327,2,2.0,5.0,2,1,1,5.0,1.0,2.0,6.0,5.0,3,3.0,1.0,3.0,2.0,3.0,7.0,1,3,3,1,1,2,4.0,7.0,1.0,1.0,1.0
1328,1,1.0,7.0,2,1,2,6.0,2.0,2.0,7.0,4.0,2,3.0,1.0,3.0,1.0,3.0,7.0,1,1,2,1,3,2,7.0,7.0,1.0,1.0,1.0
1329,2,4.0,5.0,2,2,2,-1.0,-1.0,4.0,-1.0,5.0,2,2.0,1.0,2.0,3.0,1.0,6.0,2,2,3,1,3,-1,4.0,7.0,1.0,1.0,1.0
1330,2,1.0,7.0,2,1,2,7.0,1.0,4.0,7.0,5.0,3,3.0,1.0,3.0,2.0,3.0,7.0,2,2,-1,1,3,-1,4.0,7.0,1.0,1.0,1.0
1331,2,4.0,7.0,2,2,-1,6.0,2.0,3.0,7.0,1.0,3,3.0,1.0,2.0,2.0,3.0,7.0,1,3,1,1,2,3,4.0,6.0,1.0,1.0,1.0
1332,2,2.0,7.0,1,2,2,5.0,4.0,2.0,6.0,4.0,2,2.0,1.0,3.0,2.0,3.0,7.0,1,2,2,1,2,2,5.0,4.0,1.0,1.0,1.0
1333,2,2.0,6.0,-1,1,3,-1.0,-1.0,1.0,7.0,4.0,-1,3.0,2.0,-1.0,-1.0,3.0,-1.0,-1,-1,-1,1,2,-1,5.0,7.0,1.0,-1.0,1.0
1334,2,1.0,7.0,1,2,2,7.0,1.0,7.0,2.0,5.0,1,3.0,1.0,1.0,3.0,2.0,7.0,3,3,1,1,1,3,7.0,1.0,1.0,1.0,1.0
1335,1,3.0,5.0,2,1,2,5.0,3.0,2.0,5.0,4.0,3,2.0,1.0,2.0,2.0,3.0,7.0,1,-1,3,1,3,-1,4.0,4.0,1.0,1.0,1.0
1336,2,3.0,5.0,2,1,3,3.0,7.0,1.0,5.0,5.0,-1,2.0,1.0,-1.0,-1.0,3.0,-1.0,-1,-1,-1,1,3,-1,6.0,4.0,1.0,-1.0,1.0
1337,2,7.0,7.0,1,1,1,5.0,4.0,7.0,7.0,5.0,3,2.0,1.0,3.0,3.0,3.0,4.0,1,1,1,1,3,2,7.0,4.0,1.0,1.0,1.0
1338,2,3.0,7.0,2,3,2,3.0,4.0,1.0,7.0,5.0,3,1.0,1.0,1.0,4.0,1.0,7.0,1,3,1,2,3,2,2.0,7.0,1.0,1.0,1.0
1339,1,3.0,6.0,2,3,2,6.0,1.0,1.0,7.0,3.0,1,2.0,2.0,3.0,2.0,4.0,6.0,1,3,-1,1,2,2,-1.0,5.0,2.0,2.0,1.0
1340,2,1.0,7.0,2,-1,1,7.0,1.0,1.0,7.0,5.0,2,3.0,1.0,3.0,3.0,2.0,7.0,3,3,1,1,2,2,7.0,7.0,1.0,-1.0,1.0
1341,2,1.0,4.0,2,1,1,5.0,3.0,2.0,5.0,4.0,-1,2.0,1.0,-1.0,-1.0,2.0,-1.0,-1,-1,-1,1,2,-1,6.0,3.0,1.0,-1.0,1.0
1342,-1,1.0,7.0,-1,3,3,-1.0,-1.0,-1.0,-1.0,-1.0,2,3.0,1.0,2.0,2.0,2.0,6.0,-1,-1,-1,-1,2,-1,-1.0,-1.0,1.0,-1.0,1.0
1343,2,7.0,7.0,2,-1,3,-1.0,-1.0,2.0,5.0,5.0,1,3.0,1.0,1.0,4.0,4.0,7.0,1,-1,1,1,2,2,-1.0,7.0,1.0,1.0,1.0
1344,2,4.0,6.0,2,2,1,4.0,4.0,2.0,6.0,2.0,-1,2.0,1.0,-1.0,-1.0,2.0,-1.0,-1,-1,-1,2,1,-1,6.0,6.0,1.0,-1.0,1.0
1345,2,4.0,7.0,2,1,3,4.0,4.0,3.0,6.0,5.0,1,3.0,1.0,2.0,3.0,1.0,7.0,1,1,-1,1,2,-1,4.0,4.0,-1.0,-1.0,-1.0
1346,1,2.0,6.0,2,2,1,5.0,3.0,5.0,5.0,2.0,1,2.0,1.0,4.0,3.0,3.0,4.0,1,3,1,1,3,-1,5.0,3.0,1.0,1.0,1.0
1347,2,3.0,6.0,2,1,2,7.0,1.0,3.0,7.0,1.0,1,3.0,1.0,5.0,4.0,3.0,-1.0,3,3,2,2,1,-1,4.0,6.0,1.0,-1.0,1.0
1348,2,1.0,7.0,2,2,3,5.0,1.0,2.0,6.0,5.0,2,3.0,1.0,3.0,2.0,4.0,6.0,2,2,-1,1,1,-1,2.0,5.0,1.0,-1.0,1.0
1349,2,3.0,7.0,2,2,2,4.0,3.0,3.0,7.0,5.0,2,3.0,1.0,2.0,2.0,3.0,7.0,2,2,3,1,2,2,3.0,6.0,1.0,1.0,1.0
1350,2,6.0,4.0,1,2,1,4.0,6.0,7.0,5.0,4.0,3,2.0,1.0,3.0,2.0,2.0,5.0,1,1,2,2,-1,-1,7.0,5.0,1.0,1.0,1.0
1351,2,4.0,6.0,2,2,2,6.0,2.0,3.0,5.0,5.0,3,-1.0,1.0,3.0,4.0,3.0,7.0,1,-1,-1,-1,1,1,4.0,3.0,1.0,1.0,1.0
1352,2,1.0,7.0,-1,3,3,7.0,1.0,1.0,5.0,4.0,1,3.0,1.0,3.0,4.0,2.0,2.0,3,3,1,1,2,1,7.0,5.0,1.0,1.0,1.0
1353,1,3.0,5.0,-1,2,1,6.0,2.0,2.0,6.0,3.0,3,3.0,1.0,3.0,2.0,3.0,6.0,1,3,3,1,3,-1,3.0,6.0,1.0,1.0,1.0
1354,2,1.0,7.0,2,1,1,7.0,1.0,1.0,7.0,3.0,1,1.0,1.0,1.0,3.0,3.0,7.0,2,3,1,1,1,2,6.0,1.0,1.0,1.0,1.0
1355,2,4.0,6.0,2,-1,3,-1.0,5.0,4.0,6.0,5.0,1,2.0,1.0,3.0,2.0,3.0,7.0,-1,3,1,2,1,2,4.0,-1.0,1.0,1.0,1.0
1356,2,2.0,6.0,2,2,2,6.0,2.0,2.0,6.0,5.0,1,2.0,1.0,3.0,1.0,4.0,7.0,3,1,3,1,2,2,3.0,6.0,1.0,1.0,1.0
1357,2,3.0,7.0,2,1,1,7.0,1.0,1.0,7.0,5.0,3,2.0,1.0,2.0,2.0,3.0,7.0,3,3,2,1,3,2,5.0,3.0,1.0,1.0,1.0
1358,2,1.0,7.0,2,2,-1,7.0,1.0,1.0,7.0,5.0,1,3.0,1.0,3.0,2.0,3.0,7.0,2,-1,-1,1,1,2,4.0,7.0,1.0,1.0,1.0
1359,2,1.0,7.0,2,-1,2,-1.0,1.0,4.0,7.0,5.0,2,3.0,1.0,-1.0,-1.0,3.0,6.0,-1,-1,-1,1,-1,-1,-1.0,-1.0,1.0,-1.0,1.0
1360,2,3.0,6.0,-1,2,3,-1.0,-1.0,4.0,2.0,-1.0,2,2.0,2.0,2.0,4.0,3.0,6.0,-1,3,-1,1,3,-1,-1.0,-1.0,-1.0,-1.0,-1.0
1361,2,2.0,6.0,2,3,3,7.0,3.0,1.0,6.0,5.0,3,1.0,2.0,2.0,2.0,3.0,6.0,1,3,3,1,2,2,3.0,5.0,-1.0,1.0,-1.0
1362,2,7.0,4.0,1,2,1,4.0,7.0,7.0,4.0,1.0,2,3.0,1.0,1.0,4.0,2.0,7.0,-1,1,-1,-1,2,-1,7.0,4.0,1.0,-1.0,1.0
1363,2,4.0,4.0,2,2,3,5.0,2.0,1.0,6.0,5.0,2,1.0,1.0,3.0,4.0,2.0,7.0,3,3,2,2,2,2,3.0,5.0,1.0,1.0,1.0
1364,2,1.0,5.0,2,3,3,5.0,3.0,1.0,7.0,3.0,1,3.0,1.0,3.0,4.0,3.0,4.0,1,2,3,1,1,2,1.0,6.0,1.0,1.0,1.0
1365,1,4.0,4.0,2,2,-1,4.0,4.0,1.0,1.0,4.0,1,-1.0,2.0,3.0,1.0,2.0,1.0,2,3,1,1,3,2,4.0,4.0,1.0,1.0,1.0
1366,2,7.0,1.0,2,2,3,1.0,7.0,7.0,1.0,5.0,1,3.0,1.0,4.0,4.0,3.0,7.0,3,3,1,2,1,1,7.0,1.0,1.0,1.0,1.0
1367,2,3.0,6.0,2,2,3,1.0,1.0,2.0,3.0,5.0,2,3.0,1.0,3.0,4.0,3.0,7.0,2,1,-1,1,1,2,5.0,6.0,1.0,1.0,1.0
1368,2,2.0,7.0,2,2,1,5.0,3.0,3.0,7.0,3.0,3,2.0,1.0,3.0,2.0,3.0,7.0,1,3,3,1,2,3,3.0,5.0,1.0,-1.0,1.0
1369,1,1.0,1.0,2,2,2,1.0,1.0,1.0,1.0,5.0,1,3.0,1.0,-1.0,4.0,4.0,1.0,-1,-1,2,1,2,3,7.0,1.0,1.0,1.0,1.0
1370,2,5.0,4.0,2,2,3,3.0,2.0,6.0,6.0,2.0,-1,1.0,1.0,-1.0,-1.0,3.0,-1.0,-1,-1,-1,2,1,-1,5.0,5.0,1.0,-1.0,1.0
1371,2,1.0,1.0,-1,2,-1,2.0,1.0,-1.0,2.0,5.0,1,3.0,1.0,-1.0,4.0,3.0,7.0,3,3,-1,-1,-1,-1,-1.0,-1.0,1.0,1.0,1.0
1372,-1,1.0,7.0,2,1,3,-1.0,-1.0,7.0,4.0,4.0,1,3.0,1.0,1.0,4.0,3.0,7.0,3,-1,-1,1,2,-1,7.0,7.0,1.0,1.0,1.0
1373,1,1.0,7.0,2,-1,3,4.0,3.0,1.0,7.0,2.0,2,3.0,3.0,5.0,1.0,1.0,6.0,3,3,-1,2,3,3,4.0,7.0,1.0,-1.0,1.0
1374,-1,1.0,6.0,-1,-1,1,7.0,1.0,2.0,6.0,5.0,1,3.0,1.0,2.0,3.0,3.0,7.0,1,2,-1,2,-1,2,-1.0,-1.0,1.0,1.0,1.0
1375,2,1.0,7.0,-1,2,3,7.0,1.0,2.0,7.0,4.0,2,3.0,1.0,1.0,4.0,1.0,7.0,3,3,-1,-1,3,-1,5.0,3.0,1.0,1.0,1.0
1376,2,1.0,7.0,2,2,3,7.0,1.0,1.0,7.0,5.0,3,3.0,1.0,3.0,3.0,3.0,6.0,1,1,3,2,1,2,1.0,7.0,1.0,1.0,1.0
1377,2,1.0,7.0,2,1,-1,7.0,1.0,1.0,7.0,4.0,1,-1.0,1.0,1.0,3.0,3.0,7.0,-1,2,1,1,2,3,7.0,1.0,1.0,1.0,1.0
1378,2,1.0,6.0,1,2,2,7.0,1.0,5.0,7.0,5.0,2,3.0,1.0,3.0,2.0,3.0,6.0,1,3,1,2,2,2,6.0,1.0,-1.0,1.0,-1.0
1379,2,2.0,6.0,2,2,1,5.0,2.0,2.0,6.0,4.0,3,1.0,1.0,3.0,3.0,3.0,6.0,1,2,2,1,1,2,4.0,3.0,1.0,1.0,1.0
1380,2,2.0,6.0,2,2,3,4.0,2.0,4.0,7.0,5.0,3,3.0,1.0,2.0,3.0,3.0,7.0,2,3,1,1,2,2,4.0,7.0,-1.0,-1.0,-1.0
1381,2,1.0,7.0,2,1,1,7.0,-1.0,1.0,7.0,5.0,3,3.0,1.0,4.0,1.0,4.0,7.0,1,3,3,1,3,2,6.0,2.0,1.0,1.0,1.0
1382,2,3.0,5.0,2,2,3,5.0,2.0,2.0,5.0,4.0,-1,2.0,1.0,-1.0,-1.0,3.0,-1.0,-1,-1,-1,1,2,-1,3.0,5.0,1.0,-1.0,1.0
1383,2,1.0,5.0,2,3,3,4.0,2.0,1.0,5.0,3.0,1,1.0,3.0,3.0,2.0,2.0,4.0,1,3,2,2,2,1,2.0,4.0,2.0,2.0,2.0
1384,2,4.0,4.0,2,3,3,3.0,2.0,7.0,4.0,5.0,3,1.0,3.0,2.0,3.0,3.0,5.0,1,3,1,1,3,2,3.0,4.0,2.0,2.0,1.0
1385,2,1.0,5.0,2,3,3,5.0,1.0,1.0,5.0,-1.0,2,1.0,3.0,3.0,2.0,3.0,4.0,3,3,1,1,3,2,1.0,4.0,2.0,2.0,1.0
1386,2,3.0,7.0,2,3,1,7.0,2.0,4.0,6.0,5.0,3,1.0,1.0,5.0,2.0,3.0,7.0,1,3,3,2,2,3,4.0,6.0,1.0,1.0,1.0
1387,2,1.0,6.0,1,2,3,6.0,1.0,1.0,5.0,-1.0,1,1.0,3.0,-1.0,2.0,2.0,4.0,1,3,1,1,3,1,2.0,5.0,2.0,2.0,1.0
1388,2,1.0,6.0,1,2,3,3.0,-1.0,1.0,6.0,5.0,1,1.0,3.0,1.0,4.0,1.0,4.0,1,3,1,-1,2,1,7.0,3.0,2.0,2.0,1.0
1389,2,3.0,5.0,2,3,3,6.0,2.0,2.0,6.0,4.0,3,1.0,3.0,3.0,4.0,3.0,7.0,1,1,-1,1,1,2,5.0,6.0,2.0,2.0,1.0
1390,1,1.0,6.0,2,2,2,-1.0,3.0,2.0,5.0,4.0,1,2.0,2.0,-1.0,1.0,3.0,4.0,1,2,-1,1,2,-1,-1.0,-1.0,5.0,5.0,2.0
1391,2,2.0,7.0,2,3,3,7.0,1.0,7.0,7.0,5.0,1,1.0,3.0,2.0,2.0,3.0,7.0,1,3,3,1,2,3,6.0,6.0,-1.0,2.0,-1.0
1392,-1,2.0,6.0,2,3,3,5.0,2.0,1.0,5.0,5.0,1,1.0,2.0,5.0,3.0,3.0,6.0,1,3,1,1,1,3,2.0,5.0,2.0,2.0,1.0
1393,1,2.0,7.0,2,3,3,6.0,2.0,2.0,6.0,5.0,1,-1.0,-1.0,3.0,2.0,2.0,6.0,1,3,1,1,2,1,3.0,4.0,-1.0,1.0,2.0
1394,1,2.0,5.0,2,3,3,5.0,2.0,1.0,5.0,3.0,1,2.0,3.0,2.0,4.0,3.0,2.0,1,3,3,2,1,2,2.0,5.0,-1.0,-1.0,-1.0
1395,2,1.0,6.0,2,2,3,4.0,4.0,1.0,5.0,5.0,1,1.0,3.0,2.0,2.0,3.0,2.0,1,3,-1,2,1,1,1.0,6.0,2.0,2.0,2.0
1396,2,1.0,6.0,2,3,3,5.0,1.0,1.0,5.0,4.0,1,1.0,3.0,5.0,2.0,3.0,2.0,1,3,3,-1,1,2,1.0,6.0,2.0,2.0,2.0
1397,2,2.0,6.0,1,3,3,5.0,1.0,1.0,3.0,4.0,1,1.0,3.0,5.0,2.0,2.0,4.0,3,3,3,2,2,1,1.0,4.0,2.0,2.0,2.0
1398,2,4.0,-1.0,2,2,2,5.0,3.0,4.0,6.0,5.0,2,2.0,2.0,3.0,2.0,4.0,7.0,1,-1,3,1,2,-1,4.0,1.0,1.0,1.0,1.0
1399,1,-1.0,-1.0,2,2,-1,2.0,2.0,1.0,7.0,3.0,2,2.0,2.0,3.0,3.0,3.0,5.0,1,2,1,1,3,-1,7.0,7.0,2.0,2.0,2.0
1400,2,2.0,6.0,-1,2,1,5.0,3.0,1.0,6.0,3.0,1,3.0,1.0,3.0,2.0,3.0,7.0,1,2,3,1,1,2,3.0,2.0,1.0,1.0,1.0
1401,1,2.0,4.0,2,2,3,6.0,1.0,1.0,7.0,5.0,2,1.0,3.0,3.0,2.0,4.0,6.0,2,1,1,1,3,2,3.0,5.0,2.0,2.0,1.0
1402,2,1.0,7.0,2,3,3,4.0,2.0,4.0,3.0,3.0,1,1.0,3.0,3.0,1.0,-1.0,1.0,1,-1,1,1,3,1,1.0,5.0,2.0,2.0,1.0
1403,2,-1.0,-1.0,2,2,3,-1.0,-1.0,1.0,-1.0,-1.0,2,-1.0,3.0,3.0,2.0,3.0,6.0,3,2,1,-1,3,-1,-1.0,-1.0,-1.0,2.0,-1.0
1404,2,-1.0,-1.0,1,2,2,-1.0,2.0,2.0,6.0,4.0,3,2.0,2.0,4.0,2.0,3.0,6.0,1,3,1,1,2,3,5.0,-1.0,1.0,-1.0,1.0
1405,2,4.0,6.0,2,1,3,6.0,4.0,4.0,5.0,5.0,1,2.0,1.0,3.0,3.0,3.0,6.0,1,3,3,1,1,2,4.0,5.0,1.0,1.0,1.0
1406,2,3.0,5.0,2,-1,3,4.0,4.0,3.0,3.0,5.0,-1,1.0,3.0,-1.0,-1.0,3.0,-1.0,-1,-1,-1,-1,3,-1,3.0,4.0,-1.0,-1.0,-1.0
1407,1,4.0,4.0,2,1,1,2.0,2.0,4.0,4.0,5.0,3,1.0,1.0,3.0,3.0,3.0,7.0,2,2,2,1,3,2,4.0,6.0,1.0,1.0,1.0
1408,1,4.0,7.0,2,2,1,7.0,4.0,2.0,7.0,5.0,3,3.0,1.0,1.0,1.0,3.0,7.0,2,3,1,2,2,2,5.0,4.0,1.0,-1.0,1.0
1409,1,2.0,4.0,2,2,2,5.0,3.0,4.0,5.0,4.0,-1,3.0,1.0,-1.0,-1.0,3.0,-1.0,-1,-1,-1,2,2,-1,4.0,3.0,1.0,-1.0,1.0
1410,2,7.0,7.0,2,1,3,3.0,3.0,6.0,6.0,5.0,1,1.0,3.0,1.0,1.0,3.0,1.0,1,3,1,1,3,1,5.0,5.0,2.0,2.0,1.0
1411,2,3.0,6.0,2,2,3,4.0,4.0,2.0,5.0,4.0,2,2.0,2.0,2.0,2.0,1.0,7.0,3,3,-1,1,2,2,2.0,5.0,-1.0,-1.0,-1.0
1412,2,2.0,2.0,2,2,1,3.0,3.0,3.0,4.0,1.0,2,1.0,1.0,3.0,2.0,2.0,6.0,3,3,3,2,2,2,3.0,4.0,1.0,-1.0,1.0
1413,2,-1.0,-1.0,2,2,2,-1.0,2.0,1.0,5.0,5.0,2,2.0,1.0,1.0,4.0,1.0,1.0,2,3,2,1,2,2,1.0,1.0,1.0,1.0,1.0
1414,-1,6.0,-1.0,-1,2,-1,-1.0,-1.0,6.0,-1.0,-1.0,2,-1.0,-1.0,-1.0,2.0,3.0,7.0,-1,-1,-1,1,2,-1,-1.0,-1.0,1.0,1.0,1.0
1415,1,5.0,7.0,2,2,1,7.0,1.0,1.0,7.0,5.0,-1,2.0,1.0,-1.0,-1.0,3.0,-1.0,-1,-1,-1,2,1,-1,4.0,7.0,-1.0,-1.0,-1.0
1416,2,5.0,6.0,-1,-1,3,1.0,1.0,6.0,7.0,3.0,1,2.0,1.0,3.0,2.0,3.0,7.0,2,3,3,1,2,2,6.0,6.0,1.0,1.0,1.0
1417,2,1.0,7.0,2,1,3,7.0,1.0,1.0,7.0,5.0,3,3.0,1.0,2.0,3.0,3.0,1.0,3,3,3,2,1,2,7.0,1.0,-1.0,-1.0,-1.0
1418,2,4.0,4.0,2,2,1,3.0,2.0,3.0,4.0,4.0,3,2.0,1.0,3.0,2.0,3.0,7.0,3,3,2,1,3,1,5.0,4.0,1.0,-1.0,1.0
1419,2,5.0,3.0,-1,1,2,4.0,3.0,1.0,3.0,3.0,2,2.0,1.0,-1.0,1.0,3.0,4.0,2,2,2,2,2,2,4.0,4.0,1.0,1.0,1.0
1420,2,1.0,7.0,2,3,-1,7.0,1.0,1.0,7.0,1.0,1,3.0,1.0,2.0,4.0,3.0,4.0,2,3,-1,2,3,-1,7.0,1.0,1.0,1.0,1.0
1421,2,4.0,3.0,2,2,1,2.0,4.0,1.0,4.0,2.0,1,2.0,2.0,1.0,3.0,1.0,1.0,3,3,3,1,3,2,7.0,4.0,-1.0,-1.0,-1.0
1422,2,6.0,2.0,1,2,3,-1.0,6.0,6.0,2.0,5.0,1,3.0,1.0,3.0,2.0,3.0,2.0,1,1,2,1,3,2,6.0,2.0,1.0,1.0,1.0
1423,2,5.0,7.0,2,1,2,7.0,4.0,5.0,7.0,5.0,3,2.0,1.0,2.0,2.0,3.0,7.0,1,3,1,1,1,2,5.0,7.0,1.0,1.0,1.0
1424,2,2.0,7.0,2,2,3,7.0,1.0,3.0,7.0,5.0,3,3.0,1.0,1.0,4.0,2.0,7.0,1,3,1,1,2,-1,6.0,7.0,1.0,1.0,1.0
1425,1,3.0,6.0,2,1,1,3.0,2.0,6.0,-1.0,5.0,3,1.0,1.0,4.0,2.0,3.0,6.0,1,3,-1,2,1,1,3.0,6.0,-1.0,-1.0,-1.0
1426,2,1.0,7.0,2,3,1,7.0,1.0,1.0,7.0,1.0,1,3.0,1.0,5.0,2.0,4.0,1.0,1,1,3,2,1,2,5.0,2.0,1.0,1.0,1.0
1427,2,1.0,7.0,2,3,2,7.0,1.0,1.0,7.0,5.0,2,3.0,1.0,3.0,1.0,3.0,4.0,2,2,2,1,2,-1,5.0,4.0,1.0,-1.0,1.0
1428,2,1.0,7.0,2,2,-1,7.0,1.0,1.0,7.0,-1.0,2,3.0,1.0,5.0,1.0,3.0,7.0,3,3,1,2,1,2,2.0,7.0,-1.0,-1.0,-1.0
1429,2,3.0,6.0,2,2,3,4.0,2.0,2.0,-1.0,4.0,2,1.0,2.0,2.0,3.0,1.0,7.0,2,3,1,1,2,2,6.0,7.0,-1.0,-1.0,-1.0
1430,1,5.0,5.0,2,2,3,-1.0,-1.0,4.0,7.0,5.0,1,3.0,2.0,3.0,3.0,3.0,6.0,1,3,3,2,2,2,5.0,4.0,-1.0,-1.0,-1.0
1431,2,4.0,7.0,2,2,2,7.0,4.0,4.0,7.0,4.0,-1,2.0,1.0,-1.0,-1.0,4.0,-1.0,-1,-1,-1,1,3,-1,4.0,7.0,1.0,-1.0,1.0
1432,2,2.0,6.0,1,2,-1,6.0,3.0,2.0,6.0,4.0,-1,3.0,1.0,-1.0,-1.0,2.0,-1.0,-1,-1,-1,1,3,-1,5.0,2.0,1.0,-1.0,1.0
1433,2,1.0,7.0,2,3,3,7.0,1.0,1.0,7.0,5.0,2,3.0,1.0,3.0,2.0,3.0,-1.0,2,2,2,1,1,2,3.0,-1.0,-1.0,-1.0,-1.0
1434,2,1.0,7.0,2,2,3,7.0,1.0,1.0,7.0,4.0,2,3.0,1.0,3.0,1.0,1.0,4.0,1,-1,2,1,3,2,7.0,1.0,-1.0,-1.0,-1.0
1435,2,2.0,7.0,2,1,2,1.0,7.0,4.0,7.0,4.0,2,-1.0,1.0,3.0,2.0,3.0,6.0,2,2,-1,1,3,2,4.0,7.0,-1.0,1.0,-1.0
1436,2,3.0,6.0,2,2,2,7.0,3.0,1.0,7.0,5.0,2,3.0,1.0,3.0,2.0,3.0,7.0,1,2,1,1,2,2,6.0,3.0,1.0,1.0,1.0
1437,2,2.0,5.0,2,2,3,2.0,2.0,5.0,3.0,2.0,1,2.0,1.0,2.0,2.0,2.0,7.0,1,3,1,2,1,2,5.0,3.0,1.0,1.0,1.0
1438,1,2.0,6.0,2,2,2,4.0,6.0,2.0,6.0,4.0,3,3.0,1.0,1.0,2.0,2.0,7.0,1,2,1,1,3,2,2.0,6.0,1.0,1.0,1.0
1439,1,3.0,7.0,2,2,3,6.0,3.0,2.0,7.0,3.0,3,3.0,1.0,1.0,2.0,2.0,7.0,1,3,1,1,2,2,6.0,5.0,1.0,1.0,1.0
1440,2,1.0,3.0,2,3,3,3.0,1.0,2.0,6.0,5.0,2,2.0,1.0,1.0,2.0,3.0,6.0,3,3,-1,1,1,3,2.0,2.0,1.0,1.0,1.0
1441,1,3.0,7.0,2,2,2,7.0,1.0,1.0,7.0,4.0,3,3.0,1.0,3.0,2.0,3.0,7.0,2,2,2,1,1,2,4.0,3.0,1.0,1.0,1.0
1442,1,1.0,7.0,2,2,2,7.0,1.0,1.0,7.0,-1.0,2,-1.0,1.0,3.0,2.0,3.0,4.0,3,3,1,1,2,2,-1.0,-1.0,-1.0,-1.0,-1.0
1443,2,1.0,7.0,2,3,3,7.0,1.0,1.0,7.0,2.0,1,1.0,3.0,1.0,3.0,1.0,6.0,3,1,1,2,3,3,1.0,7.0,2.0,2.0,1.0
1444,2,6.0,6.0,2,3,-1,4.0,4.0,4.0,7.0,5.0,3,1.0,1.0,3.0,2.0,3.0,7.0,1,3,1,-1,2,2,4.0,4.0,1.0,1.0,1.0
1445,1,5.0,6.0,2,1,3,-1.0,-1.0,5.0,6.0,4.0,2,3.0,2.0,3.0,-1.0,3.0,7.0,2,3,-1,1,2,3,5.0,6.0,2.0,-1.0,2.0
1446,2,3.0,5.0,2,3,3,6.0,3.0,5.0,6.0,5.0,3,-1.0,-1.0,3.0,2.0,2.0,7.0,1,3,1,2,2,2,3.0,3.0,-1.0,1.0,-1.0
1447,2,6.0,3.0,2,2,3,3.0,6.0,4.0,3.0,5.0,3,2.0,1.0,3.0,2.0,3.0,2.0,2,3,-1,1,2,3,6.0,3.0,-1.0,-1.0,-1.0
1448,2,2.0,3.0,2,2,3,3.0,1.0,3.0,4.0,5.0,1,3.0,1.0,4.0,3.0,3.0,7.0,3,3,1,1,2,3,5.0,6.0,1.0,1.0,2.0
1449,2,2.0,7.0,2,2,3,6.0,2.0,6.0,7.0,4.0,3,3.0,1.0,2.0,2.0,3.0,7.0,1,3,1,2,2,2,7.0,2.0,1.0,1.0,1.0
1450,2,4.0,4.0,2,1,2,5.0,1.0,4.0,7.0,4.0,3,2.0,1.0,5.0,1.0,3.0,7.0,1,2,1,1,1,1,5.0,5.0,1.0,1.0,1.0
1451,2,7.0,4.0,2,3,3,6.0,1.0,1.0,5.0,5.0,3,1.0,3.0,1.0,2.0,3.0,7.0,1,2,1,1,3,2,1.0,5.0,2.0,2.0,1.0
1452,2,7.0,1.0,2,2,3,4.0,1.0,7.0,1.0,5.0,3,1.0,3.0,1.0,2.0,3.0,5.0,1,2,1,2,2,2,3.0,7.0,2.0,2.0,1.0
1453,2,7.0,1.0,2,2,3,2.0,7.0,1.0,6.0,4.0,2,1.0,3.0,1.0,3.0,2.0,6.0,1,3,1,1,3,1,1.0,6.0,2.0,2.0,1.0
1454,1,2.0,7.0,2,2,2,-1.0,-1.0,2.0,6.0,4.0,3,3.0,1.0,1.0,2.0,2.0,7.0,2,3,1,1,2,-1,5.0,4.0,-1.0,-1.0,-1.0
1455,-1,1.0,5.0,2,3,3,5.0,1.0,1.0,5.0,2.0,3,1.0,3.0,2.0,2.0,3.0,7.0,3,3,3,2,1,1,1.0,5.0,-1.0,-1.0,-1.0
1456,2,1.0,7.0,2,2,2,6.0,2.0,2.0,7.0,4.0,2,1.0,3.0,1.0,2.0,3.0,7.0,1,3,1,2,3,1,1.0,7.0,2.0,2.0,1.0
